1,AFA,AFA,7/28/2001 8:43,602286
139,MUR,MUR,6/28/2019 10:53,905227
140,MXN,MXN,10/22/2014 9:14,678995
141,USD,USD,6/8/2000 13:33,436042
142,MDL,MDL,12/13/2007 18:53,374541
143,FRF,FRF,9/22/2011 11:18,238700
144,MNT,MNT,2/22/2019 17:48,561085
145,XCD,XCD,10/7/2000 7:29,784804
146,MAD,MAD,11/28/2016 11:05,535345
147,MZM,MZM,8/20/2012 5:57,445055
148,MMK,MMK,3/29/2008 1:05,143982
149,ZAR,ZAR,5/28/2008 10:07,476489
150,AUD,AUD,4/16/2001 19:16,995232
151,NPR,NPR,8/24/2008 22:25,613891
152,ANG,ANG,2/6/2002 19:35,959706
153,NLG,NLG,11/10/2014 12:11,70117
154,XPF,XPF,6/23/2018 0:20,788124
155,NZD,NZD,11/11/2008 11:06,650124
156,NIO,NIO,9/17/2003 10:25,823750
157,XOF,XOF,2/7/2003 0:19,251003
158,NGN,NGN,5/4/2005 14:32,885012
159,NZD,NZD,5/31/2019 4:34,648295
160,AUD,AUD,5/23/2002 10:06,119759
161,USD,USD,11/16/2013 18:42,347191
162,NOK,NOK,10/24/2015 18:18,659600
163,OMR,OMR,12/9/2002 3:57,81853
164,PKR,PKR,8/13/2019 17:46,975891
165,USD,USD,6/21/2009 0:48,440870
166,PAB,PAB,10/4/2000 2:57,701073
167,PGK,PGK,10/22/2009 19:10,101415
168,PYG,PYG,2/1/2010 17:13,691968
169,PEN,PEN,3/9/2004 14:42,980766
170,PHP,PHP,9/16/2007 3:16,283892
171,NZD,NZD,2/28/2015 17:40,63892
172,PLN,PLN,9/17/2019 22:10,130120
173,PTE,PTE,5/27/2013 5:27,615533
174,USD,USD,8/15/2010 10:12,453627
175,QAR,QAR,9/28/2002 7:40,605326
176,FRF,FRF,9/19/2014 20:40,157518
177,ROL,ROL,7/7/2017 6:24,677244
178,RUR,RUR,7/9/2000 8:07,198594
179,RWF,RWF,6/18/2003 2:21,630367
180,XCD,XCD,4/21/2018 10:12,66270
181,FRF,FRF,4/19/2010 20:51,334530
182,XCD,XCD,5/31/2015 0:13,608943
183,XCD,XCD,4/18/2000 17:15,248178
184,SHP,SHP,12/25/2009 9:51,780794
185,WST,WST,5/22/2005 22:15,861026
186,ITL,ITL,1/25/2005 20:25,69866
187,STD,STD,11/28/2017 15:12,797793
188,SAR,SAR,5/9/2010 6:17,45081
189,XOF,XOF,10/11/2013 9:15,960596
190,SCR,SCR,6/19/2010 0:08,40661
191,SLL,SLL,5/9/2013 8:22,962014
192,SGD,SGD,9/6/2013 21:37,343389
193,SKK,SKK,6/16/2008 2:52,819942
194,SIT,SIT,3/23/2013 7:28,184343
195,SBD,SBD,1/8/2009 8:40,603080
196,SOS,SOS,9/12/2001 12:14,476725
197,ZAR,ZAR,1/18/2014 17:13,838335
198,ESP,ESP,8/3/2014 18:54,917031
199,LKR,LKR,5/9/2002 9:11,400039
200,SDP,SDP,10/17/2009 16:41,843980
201,SRG,SRG,7/25/2004 11:42,631689
202,NOK,NOK,10/31/2015 0:17,768540
203,SZL,SZL,1/11/2014 11:18,141210
204,SEK,SEK,3/18/2018 12:42,198849
205,CHF,CHF,4/18/2019 23:19,209559
206,SYP,SYP,6/4/2010 8:12,8926
207,TWD,TWD,7/7/2011 11:26,672970
208,TJR,TJR,3/25/2015 18:19,644330
209,TZS,TZS,7/11/2000 19:53,140217
210,THB,THB,8/30/2001 1:12,194870
211,XOF,XOF,3/27/2002 20:57,273787
212,NZD,NZD,5/21/2005 8:38,736947
213,TOP,TOP,8/1/2015 10:10,123939
214,TTD,TTD,12/19/2002 5:39,889016
215,TND,TND,9/3/2011 10:24,904715
216,TRL,TRL,4/4/2012 21:04,348156
217,TMM,TMM,3/19/2002 0:26,439856
218,USD,USD,3/11/2011 20:46,687858
219,AUD,AUD,3/24/2008 21:30,893221
220,UGX,UGX,8/14/2014 20:37,380739
221,UAH,UAH,3/21/2007 22:42,508126
222,AED,AED,6/6/2019 20:39,676915
223,GBP,GBP,12/25/2004 16:34,413818
224,USD,USD,4/20/2011 12:27,922792
225,USD,USD,11/15/2014 20:41,231270
226,UYU,UYU,5/10/2019 2:16,809457
227,UZS,UZS,7/27/2006 5:23,261862
228,VUV,VUV,8/2/2007 23:27,415245
229,VEB,VEB,6/2/2017 5:15,226215
230,VND,VND,10/14/2008 3:09,223067
231,USD,USD,12/11/2017 10:19,128293
232,USD,USD,6/29/2006 19:23,776650
233,XPF,XPF,2/21/2005 7:27,87213
234,MAD,MAD,4/15/2008 16:56,352939
235,YER,YER,3/28/2001 23:29,423550
236,YUN,YUN,8/23/2001 7:36,10258
237,ZRN,ZRN,9/20/2009 3:10,648327
238,ZMK,ZMK,5/4/2005 14:14,333187
239,WWW,WWW,7/24/2012 4:37,433730
240,PEN,PEN,3/3/2000 8:11,47488
241,PHP,PHP,10/13/2004 11:53,53836
242,NZD,NZD,7/14/2001 5:09,323689
243,PLN,PLN,7/23/2019 2:22,165639
244,PTE,PTE,11/12/2002 17:14,323929
245,USD,USD,3/18/2016 17:00,875135
246,QAR,QAR,10/11/2013 19:51,203432
247,FRF,FRF,9/14/2001 14:56,871997
248,ROL,ROL,1/20/2002 19:24,739345
249,RUR,RUR,1/17/2005 6:47,242738
250,RWF,RWF,9/6/2011 21:18,521166
251,XCD,XCD,11/2/2011 17:18,925132
252,FRF,FRF,9/25/2004 12:12,584591
253,XCD,XCD,7/22/2010 13:33,368840
254,XCD,XCD,8/11/2011 20:41,338509
255,SHP,SHP,3/22/2008 4:47,984327
256,WST,WST,4/9/2007 20:00,833518
257,ITL,ITL,12/23/2003 12:46,647999
258,STD,STD,3/29/2011 7:22,598463
259,SAR,SAR,9/6/2000 23:08,567019
260,XOF,XOF,5/11/2012 15:28,503203
261,SCR,SCR,4/8/2016 6:02,56933
262,SLL,SLL,3/6/2008 1:24,610267
263,SGD,SGD,2/28/2011 10:43,727738
264,SKK,SKK,8/21/2003 5:03,200675
265,SIT,SIT,4/23/2002 19:02,72031
266,SBD,SBD,9/13/2008 18:41,194451
267,SOS,SOS,5/27/2018 4:53,51441
268,ZAR,ZAR,3/11/2015 23:01,800878
269,ESP,ESP,12/1/2016 8:08,443274
270,LKR,LKR,4/10/2008 20:31,202236
271,SDP,SDP,7/8/2011 17:17,632744
272,SRG,SRG,7/2/2018 4:50,376951
273,NOK,NOK,10/24/2009 0:03,928071
274,SZL,SZL,4/12/2001 18:07,999879
275,SEK,SEK,4/29/2012 5:38,487207
276,CHF,CHF,2/28/2017 15:27,320942
277,SYP,SYP,2/2/2018 3:21,87105
278,TWD,TWD,6/22/2007 18:30,77922
279,TJR,TJR,1/7/2001 19:03,289832
280,TZS,TZS,12/27/2007 2:43,596086
281,THB,THB,12/2/2005 15:52,78760
282,XOF,XOF,3/11/2015 0:12,338532
283,NZD,NZD,8/25/2012 14:53,317540
284,TOP,TOP,1/23/2000 2:04,638209
285,TTD,TTD,8/3/2015 3:03,158085
286,TND,TND,2/11/2014 5:23,566765
287,TRL,TRL,4/13/2005 17:24,759289
288,TMM,TMM,2/4/2009 23:27,632277
289,USD,USD,9/11/2011 13:53,929926
290,AUD,AUD,12/27/2005 6:24,176816
291,UGX,UGX,3/10/2006 19:42,906512
292,UAH,UAH,8/5/2011 5:35,769404
293,AED,AED,3/17/2012 18:42,211101
294,GBP,GBP,8/2/2002 6:55,282036
295,USD,USD,9/24/2017 22:09,847229
296,USD,USD,3/12/2016 14:10,193341
297,UYU,UYU,11/15/2017 17:18,779408
298,UZS,UZS,5/18/2008 4:36,548162
299,VUV,VUV,10/23/2009 2:23,759220
300,VEB,VEB,6/28/2012 1:32,12071
301,VND,VND,7/12/2010 18:51,794823
302,USD,USD,3/22/2012 9:44,14655
303,USD,USD,12/24/2016 8:32,575978
304,XPF,XPF,3/8/2018 4:13,441239
305,MAD,MAD,4/3/2002 21:43,760118
306,YER,YER,10/1/2011 17:57,925837
307,YUN,YUN,8/11/2004 2:30,746386
308,ZRN,ZRN,6/14/2002 21:20,656897
309,ZMK,ZMK,9/30/2004 7:01,407994
310,WWW,WWW,2/11/2014 14:06,554285
311,PEN,PEN,5/10/2003 2:50,846621
312,PHP,PHP,11/29/2009 17:01,136931
313,NZD,NZD,11/22/2002 4:43,623456
314,PLN,PLN,1/11/2017 11:30,761531
315,PTE,PTE,2/23/2016 23:52,402209
316,USD,USD,1/30/2009 4:34,360282
317,QAR,QAR,4/20/2012 13:10,374867
318,FRF,FRF,7/3/2008 13:25,418334
319,ROL,ROL,6/10/2000 6:48,140217
320,RUR,RUR,5/10/2006 10:26,154914
321,RWF,RWF,7/6/2000 15:18,787489
322,XCD,XCD,3/30/2017 16:27,18773
323,FRF,FRF,11/3/2016 12:19,531540
324,XCD,XCD,7/15/2007 11:07,837631
325,XCD,XCD,12/14/2001 19:04,694596
326,SHP,SHP,11/16/2015 19:20,236283
327,WST,WST,9/3/2012 21:13,157836
328,ITL,ITL,7/4/2009 16:54,735641
329,STD,STD,2/9/2019 11:04,187484
330,SAR,SAR,3/17/2008 8:16,361397
331,XOF,XOF,9/22/2014 16:34,618215
332,SCR,SCR,5/21/2002 11:24,496138
333,SLL,SLL,4/22/2000 9:40,170757
334,SGD,SGD,2/25/2016 6:49,411490
335,SKK,SKK,3/7/2013 1:46,148870
336,SIT,SIT,7/26/2006 6:15,148814
337,SBD,SBD,1/14/2000 17:01,482894
338,SOS,SOS,11/14/2001 7:45,991340
339,ZAR,ZAR,3/5/2006 15:58,882537
340,ESP,ESP,7/14/2005 3:01,827660
341,LKR,LKR,3/7/2006 3:28,125772
342,SDP,SDP,5/17/2015 15:18,993003
343,SRG,SRG,9/17/2012 19:25,784575
344,NOK,NOK,4/22/2011 18:39,327346
345,SZL,SZL,8/13/2009 18:17,499539
346,SEK,SEK,8/16/2002 12:44,89995
347,CHF,CHF,5/2/2013 19:43,322915
348,SYP,SYP,5/11/2012 11:51,715830
349,TWD,TWD,3/8/2015 13:02,781733
350,TJR,TJR,9/30/2016 0:05,231617
351,TZS,TZS,6/27/2008 4:24,562581
352,THB,THB,12/29/2005 19:17,557324
353,XOF,XOF,3/8/2013 11:10,244412
354,NZD,NZD,2/19/2007 0:57,587376
355,TOP,TOP,3/23/2000 3:04,512647
356,TTD,TTD,1/9/2013 16:48,809377
357,TND,TND,11/4/2016 18:04,275417
358,TRL,TRL,1/5/2007 20:27,882142
359,TMM,TMM,1/17/2011 8:19,709583
360,USD,USD,12/3/2010 7:33,637514
361,AUD,AUD,5/1/2007 22:17,527334
362,UGX,UGX,3/2/2013 14:54,201558
363,UAH,UAH,4/13/2014 20:42,892382
364,AED,AED,3/26/2016 23:14,727800
365,GBP,GBP,12/3/2005 23:55,271258
366,USD,USD,4/23/2008 13:36,215751
367,USD,USD,7/13/2013 4:59,985613
368,UYU,UYU,10/4/2015 18:35,840280
369,UZS,UZS,7/8/2001 6:07,306196
370,VUV,VUV,2/8/2010 16:24,336713
371,VEB,VEB,11/14/2002 15:51,678446
372,VND,VND,7/15/2002 13:16,453830
373,USD,USD,1/27/2016 8:45,366014
374,USD,USD,2/3/2010 12:24,121983
375,XPF,XPF,10/8/2016 8:52,546458
376,MAD,MAD,6/18/2017 14:52,998970
377,YER,YER,7/4/2008 23:40,362926
378,YUN,YUN,9/11/2013 13:32,450522
379,ZRN,ZRN,9/21/2001 15:11,447013
380,ZMK,ZMK,2/28/2002 17:34,142022
381,WWW,WWW,6/18/2016 16:33,468852
382,PEN,PEN,8/7/2010 22:10,342680
383,PHP,PHP,6/4/2007 12:39,341423
384,NZD,NZD,9/2/2011 10:07,849293
385,PLN,PLN,3/14/2001 11:19,550126
386,PTE,PTE,12/12/2006 15:39,730458
387,USD,USD,4/7/2013 21:16,423343
388,QAR,QAR,5/6/2011 18:37,178210
389,FRF,FRF,1/30/2016 13:44,832774
390,ROL,ROL,11/4/2002 15:27,994434
391,RUR,RUR,6/14/2013 20:18,99415
392,RWF,RWF,10/2/2001 21:24,522541
393,XCD,XCD,12/11/2003 15:15,108472
394,FRF,FRF,8/23/2015 21:14,273376
395,XCD,XCD,3/20/2001 18:48,979068
396,XCD,XCD,3/12/2014 15:35,122813
397,SHP,SHP,4/13/2010 20:48,575571
398,WST,WST,1/13/2008 19:36,86872
399,ITL,ITL,10/20/2003 7:33,86989
400,STD,STD,3/11/2007 14:50,332652
401,SAR,SAR,9/26/2018 9:59,122473
402,XOF,XOF,7/22/2017 6:32,333530
403,SCR,SCR,2/4/2019 23:48,288008
404,SLL,SLL,8/22/2006 1:12,68324
405,SGD,SGD,1/21/2019 0:05,502457
406,SKK,SKK,8/17/2008 14:55,11041
407,SIT,SIT,8/16/2006 14:54,330826
408,SBD,SBD,7/25/2007 1:45,719855
409,SOS,SOS,4/23/2009 15:11,797319
410,ZAR,ZAR,8/10/2003 16:01,872427
411,ESP,ESP,5/30/2014 8:21,462649
412,LKR,LKR,7/25/2008 23:48,260946
413,SDP,SDP,1/1/2016 16:55,704708
414,SRG,SRG,11/5/2011 1:59,441459
415,NOK,NOK,11/7/2011 2:55,342931
416,SZL,SZL,11/8/2003 10:24,931935
417,SEK,SEK,2/6/2006 18:04,251058
418,CHF,CHF,7/18/2019 10:52,382710
419,SYP,SYP,10/4/2005 7:17,188782
420,TWD,TWD,3/27/2014 20:59,848320
421,TJR,TJR,9/19/2016 19:58,5259
422,TZS,TZS,4/2/2017 2:39,142890
423,THB,THB,9/29/2002 14:24,257317
424,XOF,XOF,3/11/2011 18:05,825559
425,NZD,NZD,2/1/2011 9:44,216110
426,TOP,TOP,8/29/2018 0:31,383687
427,TTD,TTD,1/10/2005 16:34,200647
428,TND,TND,1/19/2019 1:35,612116
429,TRL,TRL,6/14/2010 9:01,448987
430,TMM,TMM,7/2/2017 7:47,699190
431,USD,USD,4/13/2005 3:45,187756
432,AUD,AUD,7/14/2008 13:17,987252
433,UGX,UGX,10/28/2005 18:51,620866
434,UAH,UAH,4/1/2004 5:13,332110
435,AED,AED,6/23/2015 6:47,432896
436,GBP,GBP,3/18/2008 22:41,231855
437,USD,USD,12/27/2014 20:40,114251
438,USD,USD,3/15/2002 3:34,509951
439,UYU,UYU,10/24/2009 22:14,822406
440,UZS,UZS,7/4/2005 16:37,368790
441,VUV,VUV,7/9/2019 9:18,13078
442,VEB,VEB,11/24/2015 21:49,101026
443,VND,VND,5/16/2017 21:43,101863
444,USD,USD,9/12/2011 20:28,605254
445,USD,USD,9/22/2000 17:31,302676
446,XPF,XPF,7/1/2015 18:48,464946
447,MAD,MAD,11/22/2010 5:32,174485
448,YER,YER,8/19/2013 1:26,390609
449,YUN,YUN,10/1/2001 1:23,214477
450,ZRN,ZRN,5/15/2012 13:25,261557
451,ZMK,ZMK,3/6/2004 15:26,694499
452,WWW,WWW,5/5/2002 23:08,604560
453,PEN,PEN,7/23/2011 22:25,822461
454,PHP,PHP,2/2/2016 17:14,8923
455,NZD,NZD,4/20/2004 10:14,121694
456,PLN,PLN,6/11/2018 14:53,210697
457,PTE,PTE,12/5/2016 9:21,903535
458,USD,USD,5/29/2011 0:48,68733
459,QAR,QAR,10/19/2015 9:50,890101
460,FRF,FRF,7/12/2010 17:44,588603
461,ROL,ROL,5/30/2017 9:24,395939
462,RUR,RUR,6/3/2016 13:43,503331
463,RWF,RWF,9/9/2014 2:13,990086
464,XCD,XCD,12/9/2001 11:33,395862
465,FRF,FRF,1/17/2014 5:28,788711
466,XCD,XCD,3/12/2004 23:13,867986
467,XCD,XCD,10/11/2000 20:43,876447
468,SHP,SHP,12/20/2007 14:42,655054
469,WST,WST,6/25/2001 12:30,897478
470,ITL,ITL,9/12/2007 4:21,905567
471,STD,STD,7/23/2015 22:46,661459
472,SAR,SAR,7/28/2015 9:13,871436
473,XOF,XOF,7/7/2007 23:32,394647
474,SCR,SCR,12/6/2012 22:59,870289
475,SLL,SLL,9/3/2012 19:43,141449
476,SGD,SGD,12/13/2001 17:00,93821
477,SKK,SKK,7/26/2018 19:04,246897
478,SIT,SIT,10/23/2016 3:30,565488
479,SBD,SBD,5/1/2009 11:02,401510
480,SOS,SOS,3/29/2014 2:38,245587
481,ZAR,ZAR,8/15/2011 2:50,565041
482,ESP,ESP,8/3/2013 3:51,544331
483,LKR,LKR,10/12/2002 17:55,646431
484,SDP,SDP,10/29/2012 1:28,631104
485,SRG,SRG,9/8/2016 9:18,628336
486,NOK,NOK,1/20/2011 15:59,721914
487,SZL,SZL,7/26/2018 9:15,346078
488,SEK,SEK,11/12/2015 7:46,244993
489,CHF,CHF,6/12/2015 12:10,463815
490,SYP,SYP,3/28/2001 19:04,211511
491,TWD,TWD,2/9/2002 19:44,196364
492,TJR,TJR,6/3/2010 16:01,584431
493,TZS,TZS,12/5/2005 7:52,39995
494,THB,THB,6/15/2005 5:33,319617
495,XOF,XOF,8/23/2003 17:03,461582
496,NZD,NZD,10/31/2004 6:44,27244
497,TOP,TOP,4/1/2003 21:27,451860
498,TTD,TTD,12/2/2010 13:39,436307
499,TND,TND,11/27/2007 18:04,63522
500,TRL,TRL,10/9/2018 7:46,973701
501,TMM,TMM,5/28/2018 15:49,481778
502,USD,USD,5/15/2013 6:35,933286
503,AUD,AUD,5/19/2016 7:17,414595
504,UGX,UGX,1/15/2003 15:32,246662
505,UAH,UAH,1/5/2001 14:47,193901
506,AED,AED,4/12/2004 23:15,383151
507,GBP,GBP,7/12/2010 14:40,487161
508,USD,USD,4/9/2012 5:32,82317
509,USD,USD,3/31/2001 10:53,398004
510,UYU,UYU,4/15/2001 4:50,829080
511,UZS,UZS,4/30/2009 9:38,449998
512,VUV,VUV,8/17/2011 14:48,328012
513,VEB,VEB,10/15/2000 6:16,264886
514,VND,VND,10/28/2010 18:10,112332
515,USD,USD,7/21/2012 9:22,638346
516,USD,USD,5/1/2001 3:01,479926
517,XPF,XPF,8/30/2008 18:25,50874
518,MAD,MAD,10/10/2017 20:00,965843
519,YER,YER,1/21/2011 7:41,588922
520,YUN,YUN,2/10/2002 18:08,288305
521,ZRN,ZRN,8/1/2007 7:25,709237
522,ZMK,ZMK,11/28/2017 20:47,272660
523,WWW,WWW,10/25/2011 2:17,460419
524,PEN,PEN,3/31/2002 11:33,701006
525,PHP,PHP,11/27/2000 3:52,818863
526,NZD,NZD,4/27/2018 5:35,78850
527,PLN,PLN,8/13/2009 14:50,739869
528,PTE,PTE,7/25/2005 19:30,889320
529,USD,USD,3/6/2007 19:41,149518
530,QAR,QAR,6/20/2016 14:03,118541
531,FRF,FRF,10/20/2018 17:37,692974
532,ROL,ROL,9/20/2015 11:11,61215
533,RUR,RUR,7/18/2009 2:39,56444
534,RWF,RWF,11/30/2005 23:59,209660
535,XCD,XCD,2/21/2002 2:31,373394
536,FRF,FRF,4/30/2003 16:54,692691
537,XCD,XCD,5/24/2009 12:05,903430
538,XCD,XCD,11/21/2008 12:28,470097
539,SHP,SHP,4/4/2017 22:44,153641
540,WST,WST,1/4/2001 1:01,971432
541,ITL,ITL,11/30/2017 3:09,821527
542,STD,STD,1/9/2018 19:43,978239
543,SAR,SAR,9/23/2016 19:07,26718
544,XOF,XOF,10/8/2009 18:52,971756
545,SCR,SCR,6/5/2016 23:51,473
546,SLL,SLL,12/21/2013 8:07,112261
547,SGD,SGD,9/9/2018 16:58,530299
548,SKK,SKK,11/3/2015 6:31,487037
549,SIT,SIT,2/8/2009 21:12,145083
550,SBD,SBD,3/26/2004 22:03,51873
551,SOS,SOS,10/21/2011 6:15,816391
552,ZAR,ZAR,12/11/2019 19:37,913477
553,ESP,ESP,4/29/2017 16:25,715900
554,LKR,LKR,12/23/2012 12:49,891621
555,SDP,SDP,6/3/2002 2:14,228687
556,SRG,SRG,5/11/2003 8:30,166778
557,NOK,NOK,8/13/2004 12:53,308190
558,SZL,SZL,6/22/2012 13:19,416306
559,SEK,SEK,7/7/2017 16:07,234686
560,CHF,CHF,12/12/2009 19:27,356088
561,SYP,SYP,9/1/2013 6:42,29648
562,TWD,TWD,3/31/2000 9:21,851680
563,TJR,TJR,5/12/2012 23:35,107369
564,TZS,TZS,3/24/2010 14:04,408701
565,THB,THB,11/1/2019 20:49,494133
566,XOF,XOF,7/14/2016 8:02,772019
567,NZD,NZD,7/22/2017 17:57,200925
568,TOP,TOP,2/16/2006 8:15,971528
569,TTD,TTD,12/13/2000 1:54,754685
570,TND,TND,10/3/2004 15:19,502374
571,TRL,TRL,5/29/2004 14:08,739663
572,TMM,TMM,8/22/2006 14:26,427444
573,USD,USD,8/29/2016 18:52,267499
574,AUD,AUD,4/12/2001 16:42,227124
575,UGX,UGX,4/3/2012 19:14,909264
576,UAH,UAH,12/25/2013 10:56,736836
577,AED,AED,12/18/2008 16:55,713243
578,GBP,GBP,11/14/2005 16:14,219552
579,USD,USD,9/15/2002 14:33,170566
580,USD,USD,10/24/2012 1:19,769860
581,UYU,UYU,1/31/2017 15:51,329879
582,UZS,UZS,2/6/2017 10:50,237037
583,VUV,VUV,1/17/2013 19:10,491288
584,VEB,VEB,3/22/2019 20:34,224144
585,VND,VND,9/14/2016 4:56,121140
586,USD,USD,5/27/2019 0:44,429765
587,USD,USD,3/19/2016 1:35,492912
588,XPF,XPF,4/12/2007 13:15,614526
